Cell_Type,Dataset,Cell_Class,Label,Hodge_2018,Bakken_2019,Class_Level1,Class_Level2
Inh_L1_6_LAMP5_NES,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.6_LAMP5_NES,,Lamp5,CGE,LAMP5/PAX6
Inh_L1_6_PVALB_COL15A1,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.6_PVALB_COL15A1,,Pvalb,MGE,PVALB
Inh_L1_6_PVALB_COL15A1,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.6_PVALB_COL15A1,,Pvalb,MGE,PVALB
Inh_L1_6_PVALB_SCUBE3,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.6_PVALB_SCUBE3,,,MGE,PVALB
Inh_L1_6_PVALB_SCUBE3,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.6_PVALB_SCUBE3,,,MGE,PVALB
Inh_L1_6_PVALB_SCUBE3,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.6_PVALB_SCUBE3,,,MGE,PVALB
Inh_L1_6_PVALB_SCUBE3,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.6_PVALB_SCUBE3,,,MGE,PVALB
Inh_L1_6_SST_NPY,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.6_SST_NPY,,Sst Chodl,MGE,SST
Inh_L1_6_SST_NPY,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.6_SST_NPY,,Sst Chodl,MGE,SST
Inh_L1_6_VIP_PENK,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.6_VIP_PENK,,,CGE,VIP
Inh_L1_6_VIP_PENK,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.6_VIP_PENK,,,CGE,VIP
Inh_L1_6_VIP_PENK,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.6_VIP_PENK,,,CGE,VIP
Inh_L1_6_VIP_PENK,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.6_VIP_PENK,,,CGE,VIP
Inh_L1_6_VIP_RCN1,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.6_VIP_RCN1,,,CGE,VIP
Inh_L1_6_VIP_RCN1,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.6_VIP_RCN1,,,CGE,VIP
Inh_L1_6_VIP_RCN1,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.6_VIP_RCN1,,,CGE,VIP
Inh_L1_6_VIP_RCN1,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.6_VIP_RCN1,,,CGE,VIP
Inh_L1_6_VIP_RGS16,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1.6_VIP_RGS16,,,CGE,VIP
Inh_L1_6_VIP_RGS16,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1.6_VIP_RGS16,,,CGE,VIP
Inh_L1_6_VIP_RGS16,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1.6_VIP_RGS16,,,CGE,VIP
Inh_L1_6_VIP_RGS16,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1.6_VIP_RGS16,,,CGE,VIP
Inh_L1_6_VIP_SLC7A6OS,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1.6_VIP_SLC7A6OS,,Sncg,CGE,VIP
Inh_L1_6_VIP_SLC7A6OS,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1.6_VIP_SLC7A6OS,,Sncg,CGE,VIP
Inh_L1_ADARB2_ADAM33,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1_ADARB2_ADAM33,,,CGE,
Inh_L1_ADARB2_ADAM33,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1_ADARB2_ADAM33,,,CGE,
Inh_L1_ADARB2_ADAM33,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1_ADARB2_ADAM33,,,CGE,
Inh_L1_ADARB2_ADAM33,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1_ADARB2_ADAM33,,,CGE,
Inh_L1_ADARB2_DISP2,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1_ADARB2_DISP2,,,CGE,
Inh_L1_ADARB2_DISP2,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1_ADARB2_DISP2,,,CGE,
Inh_L1_ADARB2_DISP2,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1_ADARB2_DISP2,,,CGE,
Inh_L1_LAMP5_BMP2,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1_LAMP5_BMP2,,Lamp5,CGE,LAMP5/PAX6
Inh_L1_LAMP5_BMP2,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1_LAMP5_BMP2,,Lamp5,CGE,LAMP5/PAX6
Inh_L1_LAMP5_GGT8P,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1_LAMP5_GGT8P,,,CGE,LAMP5/PAX6
Inh_L1_LAMP5_GGT8P,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1_LAMP5_GGT8P,,,CGE,LAMP5/PAX6
Inh_L1_LAMP5_GGT8P,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1_LAMP5_GGT8P,,,CGE,LAMP5/PAX6
Inh_L1_LAMP5_GGT8P,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1_LAMP5_GGT8P,,,CGE,LAMP5/PAX6
Inh_L1_LAMP5_NDNF,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1_LAMP5_NDNF,,,CGE,LAMP5/PAX6
Inh_L1_LAMP5_NDNF,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1_LAMP5_NDNF,,,CGE,LAMP5/PAX6
Inh_L1_LAMP5_NDNF,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1_LAMP5_NDNF,,,CGE,LAMP5/PAX6
Inh_L1_LAMP5_NDNF,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1_LAMP5_NDNF,,,CGE,LAMP5/PAX6
Inh_L1_LAMP5_NMBR,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1_LAMP5_NMBR,,Lamp5,CGE,LAMP5/PAX6
Inh_L1_LAMP5_NMBR,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1_LAMP5_NMBR,,Lamp5,CGE,LAMP5/PAX6
Inh_L1_LAMP5_PVRL2,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1_LAMP5_PVRL2,,Lamp5,MGE,PVALB
Inh_L1_LAMP5_PVRL2,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1_LAMP5_PVRL2,,Lamp5,MGE,PVALB
Inh_L1_LAMP5_RAB11FIP1,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1_LAMP5_RAB11FIP1,,Lamp5,CGE,LAMP5/PAX6
Inh_L1_LAMP5_RAB11FIP1,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1_LAMP5_RAB11FIP1,,Lamp5,CGE,LAMP5/PAX6
Inh_L1_PAX6_CA4,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1_PAX6_CA4,,,CGE,LAMP5/PAX6
Inh_L1_PAX6_CA4,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1_PAX6_CA4,,,CGE,LAMP5/PAX6
Inh_L1_PAX6_CA4,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1_PAX6_CA4,,,CGE,LAMP5/PAX6
Inh_L1_PAX6_CA4,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1_PAX6_CA4,,,CGE,LAMP5/PAX6
Inh_L1_PAX6_CHRFAM7A,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1_PAX6_CHRFAM7A,,Sncg,CGE,LAMP5/PAX6
Inh_L1_PAX6_CHRFAM7A,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1_PAX6_CHRFAM7A,,Sncg,CGE,LAMP5/PAX6
Inh_L1_PAX6_GRIP2,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1_PAX6_GRIP2,,,CGE,LAMP5/PAX6
Inh_L1_PAX6_GRIP2,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1_PAX6_GRIP2,,,CGE,LAMP5/PAX6
Inh_L1_PAX6_GRIP2,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1_PAX6_GRIP2,,,CGE,LAMP5/PAX6
Inh_L1_PAX6_GRIP2,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1_PAX6_GRIP2,,,CGE,LAMP5/PAX6
Inh_L1_PAX6_MIR101_1,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1_PAX6_MIR101.1,,Lamp5,CGE,LAMP5/PAX6
Inh_L1_PAX6_MIR101_1,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1_PAX6_MIR101.1,,Lamp5,CGE,LAMP5/PAX6
Inh_L1_PVALB_SST_ASIC4,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1_PVALB_SST_ASIC4,,Sncg,MGE,PVALB
Inh_L1_PVALB_SST_ASIC4,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1_PVALB_SST_ASIC4,,Sncg,MGE,PVALB
Inh_L1_SST_CHRNA4,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1_SST_CHRNA4,GABAergic ADARB2,,MGE,SST
Inh_L1_SST_CHRNA4,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1_SST_CHRNA4,GABAergic ADARB2,,MGE,SST
Inh_L1_SST_CHRNA4,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1_SST_CHRNA4,GABAergic ADARB2,,MGE,SST
Inh_L1_SST_CXCL14,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1_SST_CXCL14,,,MGE,SST
Inh_L1_SST_CXCL14,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1_SST_CXCL14,,,MGE,SST
Inh_L1_SST_CXCL14,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1_SST_CXCL14,,,MGE,SST
Inh_L1_SST_CXCL14,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1_SST_CXCL14,,,MGE,SST
Inh_L1_SST_DEFB108B,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1_SST_DEFB108B,,Sncg,MGE,SST
Inh_L1_SST_DEFB108B,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1_SST_DEFB108B,,Sncg,MGE,SST
Inh_L1_SST_NMBR,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L1_SST_NMBR,GABAergic ADARB2,,MGE,SST
Inh_L1_SST_NMBR,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L1_SST_NMBR,GABAergic ADARB2,,MGE,SST
Inh_L1_SST_NMBR,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L1_SST_NMBR,GABAergic ADARB2,,MGE,SST
Inh_L1_SST_P4HA3,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1_SST_P4HA3,,Sncg,MGE,SST
Inh_L1_SST_P4HA3,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1_SST_P4HA3,,Sncg,MGE,SST
Inh_L1_VIP_KLHDC8B,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L1_VIP_KLHDC8B,,Vip,CGE,VIP
Inh_L1_VIP_KLHDC8B,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L1_VIP_KLHDC8B,,Vip,CGE,VIP
Inh_L1_VIP_PCDH20,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1_VIP_PCDH20,,,CGE,VIP
Inh_L1_VIP_PCDH20,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1_VIP_PCDH20,,,CGE,VIP
Inh_L1_VIP_PCDH20,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1_VIP_PCDH20,,,CGE,VIP
Inh_L1_VIP_PCDH20,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1_VIP_PCDH20,,,CGE,VIP
Inh_L1_VIP_PRSS8,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1_VIP_PRSS8,,,CGE,VIP
Inh_L1_VIP_PRSS8,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1_VIP_PRSS8,,,CGE,VIP
Inh_L1_VIP_PRSS8,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1_VIP_PRSS8,,,CGE,VIP
Inh_L1_VIP_PRSS8,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1_VIP_PRSS8,,,CGE,VIP
Inh_L1_VIP_SOX11,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1_VIP_SOX11,,,CGE,VIP
Inh_L1_VIP_SOX11,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1_VIP_SOX11,,,CGE,VIP
Inh_L1_VIP_SOX11,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1_VIP_SOX11,,,CGE,VIP
Inh_L1_VIP_SOX11,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1_VIP_SOX11,,,CGE,VIP
Inh_L1_VIP_TNFAIP8L3,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L1_VIP_TNFAIP8L3,,,CGE,VIP
Inh_L1_VIP_TNFAIP8L3,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L1_VIP_TNFAIP8L3,,,CGE,VIP
Inh_L1_VIP_TNFAIP8L3,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L1_VIP_TNFAIP8L3,,,CGE,VIP
Inh_L1_VIP_TNFAIP8L3,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L1_VIP_TNFAIP8L3,,,CGE,VIP
Inh_L2_3_SST_NMU,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L2.3_SST_NMU,,Sst,MGE,SST
Inh_L2_3_SST_NMU,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L2.3_SST_NMU,,Sst,MGE,SST
Inh_L2_3_VIP_CASC6,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L2.3_VIP_CASC6,GABAergic ADARB2,,CGE,VIP
Inh_L2_3_VIP_CASC6,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L2.3_VIP_CASC6,GABAergic ADARB2,,CGE,VIP
Inh_L2_3_VIP_CASC6,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L2.3_VIP_CASC6,GABAergic ADARB2,,CGE,VIP
Inh_L2_4_PVALB_C8orf4,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L2.4_PVALB_C8orf4,,,MGE,PVALB
Inh_L2_4_PVALB_C8orf4,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L2.4_PVALB_C8orf4,,,MGE,PVALB
Inh_L2_4_PVALB_C8orf4,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L2.4_PVALB_C8orf4,,,MGE,PVALB
Inh_L2_4_PVALB_C8orf4,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L2.4_PVALB_C8orf4,,,MGE,PVALB
Inh_L2_4_PVALB_WFDC2,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L2.4_PVALB_WFDC2,GABAergic LHX6,,MGE,PVALB
Inh_L2_4_PVALB_WFDC2,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L2.4_PVALB_WFDC2,GABAergic LHX6,,MGE,PVALB
Inh_L2_4_PVALB_WFDC2,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L2.4_PVALB_WFDC2,GABAergic LHX6,,MGE,PVALB
Inh_L2_4_SST_AHR,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L2.4_SST_AHR,,,MGE,SST
Inh_L2_4_SST_AHR,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L2.4_SST_AHR,,,MGE,SST
Inh_L2_4_SST_AHR,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L2.4_SST_AHR,,,MGE,SST
Inh_L2_4_SST_AHR,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L2.4_SST_AHR,,,MGE,SST
Inh_L2_4_SST_FRZB,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L2.4_SST_FRZB,GABAergic LHX6,,MGE,SST
Inh_L2_4_SST_FRZB,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L2.4_SST_FRZB,GABAergic LHX6,,MGE,SST
Inh_L2_4_SST_FRZB,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L2.4_SST_FRZB,GABAergic LHX6,,MGE,SST
Inh_L2_4_VIP_CBLN1,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L2.4_VIP_CBLN1,GABAergic ADARB2,,CGE,VIP
Inh_L2_4_VIP_CBLN1,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L2.4_VIP_CBLN1,GABAergic ADARB2,,CGE,VIP
Inh_L2_4_VIP_CBLN1,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L2.4_VIP_CBLN1,GABAergic ADARB2,,CGE,VIP
Inh_L2_4_VIP_DSEL,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L2.4_VIP_DSEL,,,CGE,VIP
Inh_L2_4_VIP_DSEL,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L2.4_VIP_DSEL,,,CGE,VIP
Inh_L2_4_VIP_DSEL,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L2.4_VIP_DSEL,,,CGE,VIP
Inh_L2_4_VIP_DSEL,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L2.4_VIP_DSEL,,,CGE,VIP
Inh_L2_4_VIP_LGI2,ABI_2019_SMART-Seq_v4_S1,INH,ABI_2019_SMART-Seq_v4_S1_Inh_L2.4_VIP_LGI2,,,CGE,VIP
Inh_L2_4_VIP_LGI2,ABI_2019_SMART-Seq_v4_V1,INH,ABI_2019_SMART-Seq_v4_V1_Inh_L2.4_VIP_LGI2,,,CGE,VIP
Inh_L2_4_VIP_LGI2,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex,INH,ABI_2019_SMART-Seq_v4_Anterior_cingulate_cortex_Inh_L2.4_VIP_LGI2,,,CGE,VIP
Inh_L2_4_VIP_LGI2,ABI_2019_SMART-Seq_v4_A1,INH,ABI_2019_SMART-Seq_v4_A1_Inh_L2.4_VIP_LGI2,,,CGE,VIP
Inh_L2_4_VIP_SPAG17,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L2.4_VIP_SPAG17,GABAergic ADARB2,,CGE,VIP
Inh_L2_4_VIP_SPAG17,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L2.4_VIP_SPAG17,GABAergic ADARB2,,CGE,VIP
Inh_L2_4_VIP_SPAG17,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L2.4_VIP_SPAG17,GABAergic ADARB2,,CGE,VIP
Inh_L2_5_PVALB_HHIPL1,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L2.5_PVALB_HHIPL1,,Pvalb,MGE,PVALB
Inh_L2_5_PVALB_HHIPL1,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L2.5_PVALB_HHIPL1,,Pvalb,MGE,PVALB
Inh_L2_5_PVALB_RPH3AL,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L2.5_PVALB_RPH3AL,,Pvalb,MGE,PVALB
Inh_L2_5_PVALB_RPH3AL,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L2.5_PVALB_RPH3AL,,Pvalb,MGE,PVALB
Inh_L2_5_PVALB_SCUBE3,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L2.5_PVALB_SCUBE3,GABAergic LHX6,,MGE,PVALB
Inh_L2_5_PVALB_SCUBE3,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L2.5_PVALB_SCUBE3,GABAergic LHX6,,MGE,PVALB
Inh_L2_5_PVALB_SCUBE3,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L2.5_PVALB_SCUBE3,GABAergic LHX6,,MGE,PVALB
Inh_L2_5_VIP_BSPRY,Bakken_2019_SMART-Seq_v4_M1,INH,Bakken_2019_SMART-Seq_v4_M1_Inh_L2.5_VIP_BSPRY,,Vip,CGE,VIP
Inh_L2_5_VIP_BSPRY,Bakken_2019_10x_Chromium_V3_M1,INH,Bakken_2019_10x_Chromium_V3_M1_Inh_L2.5_VIP_BSPRY,,Vip,CGE,VIP
Inh_L2_5_VIP_SERPINF1,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus,INH,Hodge_2018_SMART-Seq_v4_Middle_temporal_gyrus_Inh_L2.5_VIP_SERPINF1,GABAergic ADARB2,,CGE,VIP
Inh_L2_5_VIP_SERPINF1,Luo_2019_10x_Chromium_V3_BA46,INH,Luo_2019_10x_Chromium_V3_BA46_Inh_L2.5_VIP_SERPINF1,GABAergic ADARB2,,CGE,VIP
Inh_L2_5_VIP_SERPINF1,Luo_2019_10x_Chromium_V3_BA44-45,INH,Luo_2019_10x_Chromium_V3_BA44-45_Inh_L2.5_VIP_SERPINF1,GABAergic ADARB2,,CGE,VIP
